,city,state,room_type,security_deposit,guests_included,extra_people,minimum_nights,maximum_nights,review_scores_rating
25992,BOSTON,MA,Entire home/apt,250,2,0,2,31,100
25993,AUSTIN,TX,Entire home/apt,100,2,100,1,1125,100
25994,KAILUA,HI,Entire home/apt,1000,1,0,7,30,100
25995,BRONX,NY,Entire home/apt,0,1,20,2,1125,99
25996,LONG BEACH,CA,Entire home/apt,750,6,40,2,1125,97
25997,SAN DIEGO,CA,Entire home/apt,100,2,25,7,365,94
25998,BOSTON,MA,Entire home/apt,1000,3,15,30,365,99
25999,NEW YORK,NY,Private room,0,2,25,3,1125,96
26000,NEW YORK,NY,Hotel room,0,4,0,1,1125,66
26001,SANTA MONICA,CA,Entire home/apt,0,2,8,30,1125,97
26002,BOSTON,MA,Entire home/apt,0,2,30,1,1125,99
26003,QUEENS,NY,Entire home/apt,0,4,10,2,28,96
26004,AUSTIN,TX,Shared room,0,1,0,30,1125,100
26005,OAKLAND,CA,Private room,0,1,0,1,5,98
26006,NEW YORK,NY,Private room,0,1,0,1,1125,75
26007,SAN DIEGO,CA,Entire home/apt,500,8,0,3,365,100
26008,CULVER CITY,CA,Entire home/apt,0,1,0,3,5,100
26009,KOLOA,HI,Entire home/apt,0,1,0,2,1125,80
26010,BROOKLYN,NY,Entire home/apt,0,1,20,3,14,100
26011,SAN JOSE,CA,Private room,300,1,10,1,1125,100
26012,TEMPLE CITY,CA,Private room,0,2,10,2,1125,98
26013,SEATTLE,WA,Private room,150,1,0,1,1125,100
26014,NEW YORK,NY,Entire home/apt,350,1,0,4,45,96
26015,PĀHOA,HI,Entire home/apt,100,3,10,1,5,100
26016,KIHEI,HI,Entire home/apt,0,1,0,2,1125,80
26017,SAN DIEGO,CA,Private room,0,1,0,1,7,95
26018,SAN FRANCISCO,CA,Entire home/apt,100,2,25,2,30,97
26019,WASHINGTON,DC,Entire home/apt,200,3,0,1,28,90
26020,SAN DIEGO,CA,Entire home/apt,0,1,0,3,120,98
26021,PORTLAND,OR,Entire home/apt,0,1,0,30,1125,97
26022,BOSTON,MA,Entire home/apt,0,2,0,2,21,99
26023,KAILUA-KONA,HI,Entire home/apt,1000,10,25,3,1125,95
26024,LOS ANGELES,CA,Entire home/apt,200,1,0,29,1125,89
26025,PORTLAND,OR,Private room,0,2,20,28,28,93
26026,REDONDO BEACH,CA,Shared room,200,1,20,2,7,100
26027,SAN DIEGO,CA,Entire home/apt,250,3,17,1,1125,94
26028,BRONX,NY,Private room,0,1,0,2,5,92
26029,CHICAGO,IL,Private room,200,1,5,1,1125,96
26030,NASHVILLE,TN,Entire home/apt,0,1,0,2,1125,97
26031,NEW YORK,NY,Entire home/apt,250,2,10,1,28,100
26032,BROOKLYN,NY,Private room,100,1,18,7,30,98
26033,LAHAINA,HI,Entire home/apt,0,6,0,5,28,97
26034,CAPTAIN COOK,HI,Private room,100,2,0,1,1125,98
26035,NEW ORLEANS,LA,Entire home/apt,0,1,0,2,1125,95
26036,LOS ANGELES,CA,Entire home/apt,500,3,50,2,200,99
26037,SAN DIEGO,CA,Entire home/apt,500,1,0,3,20,100
26038,NEW ORLEANS,LA,Entire home/apt,0,1,0,30,1125,100
26039,NEW ORLEANS,LA,Entire home/apt,200,1,0,2,30,97
26040,WASHINGTON,DC,Private room,0,1,50,3,1125,99
26041,OAKLAND,CA,Entire home/apt,100,2,15,1,29,99
26042,LOS ANGELES,CA,Private room,2500,2,0,30,32,100
26043,BROOKLYN,NY,Private room,0,1,0,7,30,100
26044,NASHVILLE,TN,Entire home/apt,0,1,0,2,1125,100
26045,CHICAGO,IL,Hotel room,0,1,0,5,1124,91
26046,BROOKLYN,NY,Entire home/apt,500,4,150,2,14,100
26047,NEW ORLEANS,LA,Private room,200,2,20,1,10,99
26048,SAN DIEGO,CA,Private room,0,1,0,1,30,98
26049,SAN FRANCISCO,CA,Private room,100,2,0,1,1125,99
26050,MINNEAPOLIS,MN,Entire home/apt,200,3,5,5,1125,91
26051,CHULA VISTA,CA,Private room,0,1,0,3,1125,100
26052,GARDENA,CA,Private room,0,2,25,3,60,100
26053,WASHINGTON,DC,Entire home/apt,0,1,0,2,60,99
26054,NEW YORK,NY,Private room,0,1,6,1,1125,93
26055,DALY CITY,CA,Private room,300,1,0,1,1125,90
26056,QUEENS,NY,Private room,100,1,20,1,10,98
26057,OAKLAND,CA,Private room,0,1,0,7,1125,90
26058,SAN DIEGO,CA,Entire home/apt,350,1,0,3,14,100
26059,BROOKLYN,NY,Private room,200,2,40,4,365,100
26060,LOS ANGELES,CA,Entire home/apt,185,4,0,30,180,99
26061,SEATTLE,WA,Entire home/apt,150,4,20,2,60,99
26062,WASHINGTON,DC,Entire home/apt,0,1,0,1,1125,99
26063,SAN DIEGO,CA,Entire home/apt,0,1,0,4,7,100
26064,LOS ANGELES,CA,Shared room,350,1,10,30,1124,91
26065,HOLLYWOOD ,CA,Entire home/apt,250,1,0,31,61,95
26066,WEST HOLLYWOOD,CA,Entire home/apt,500,1,0,31,1125,100
26067,HACIENDA HEIGHTS,CA,Entire home/apt,0,1,0,2,29,100
26068,WEST COVINA,CA,Private room,100,1,25,1,1125,100
26069,WASHINGTON,DC,Entire home/apt,0,4,25,2,1125,96
26070,NEW YORK,NY,Entire home/apt,500,2,50,21,1125,100
26071,SAINT PAUL,MN,Private room,0,1,10,2,1125,95
26072,NEW YORK,NY,Entire home/apt,0,2,0,4,120,100
26073,LOS ANGELES,CA,Entire home/apt,0,1,0,1,3,96
26074,BROOKLYN,NY,Private room,0,1,0,3,14,100
26075,SAN DIEGO,CA,Entire home/apt,0,2,10,1,30,95
26076,WAILUKU,HI,Entire home/apt,200,4,25,7,1123,97
26077,PACIFICA,CA,Entire home/apt,0,1,0,1,1125,99
26078,MINNEAPOLIS,MN,Entire home/apt,100,4,10,2,1125,93
26079,BROOKLYN,NY,Entire home/apt,500,2,15,2,90,93
26080,WASHINGTON,DC,Private room,0,1,20,1,1124,95
26081," MA'ALAEA, WAILUKU",HI,Entire home/apt,0,2,40,5,31,97
26082,SAN FRANCISCO,CA,Private room,0,1,0,2,22,100
26083,SAN DIEGO,CA,Entire home/apt,0,1,0,6,28,90
26084,SAN FRANCISCO,CA,Private room,0,1,0,1,21,87
26085,WASHINGTON,DC,Private room,250,1,15,150,1000,97
26086,AUSTIN,TX,Entire home/apt,0,1,0,2,90,100
26087,BROOKLYN,NY,Entire home/apt,300,1,20,1,1125,100
26088,AUSTIN,TX,Entire home/apt,200,2,25,2,30,98
26089,HONOLULU,HI,Entire home/apt,2000,3,20,30,90,98
26090,BOSTON,MA,Entire home/apt,250,2,50,7,90,100
26091,NĪNOLE,HI,Entire home/apt,500,2,75,2,1125,98
26092,NEW YORK,NY,Entire home/apt,250,2,40,7,45,87
26093,HONOLULU,HI,Entire home/apt,0,2,17,1,365,100
26094,CUPERTINO,CA,Entire home/apt,500,1,0,30,1125,100
26095,KAPOLEI,HI,Entire home/apt,0,5,25,2,360,99
26096,SAN DIEGO,CA,Entire home/apt,0,1,0,3,30,97
26097,HONOLULU,HI,Entire home/apt,350,1,0,30,1125,93
26098,COLUMBUS,OH,Entire home/apt,0,1,0,1,1100,91
26099,DENVER,CO,Entire home/apt,0,3,5,1,1125,95
26100,DENVER,CO,Entire home/apt,500,1,0,170,730,93
26101,AUSTIN,TX,Entire home/apt,100,4,40,1,1125,97
26102,AUSTIN,TX,Private room,250,1,10,2,7,99
26103,BOSTON,MA,Private room,250,1,15,2,1125,92
26104,OAKLAND,CA,Private room,200,1,0,7,100,97
26105,CHICAGO,IL,Entire home/apt,250,4,25,2,1125,96
26106,NEW YORK,NY,Private room,0,1,5,3,1125,98
26107,SAN FRANCISCO,CA,Private room,0,2,35,1,365,97
26108,HANA,HI,Entire home/apt,100,1,0,1,10,93
26109,SAN DIEGO,CA,Entire home/apt,1000,1,0,3,1125,95
26110,NASHVILLE,TN,Private room,95,2,10,1,1125,99
26111,BURBANK,CA,Entire home/apt,250,1,0,1,1125,98
26112,SAN FRANCISCO,CA,Private room,0,1,25,1,1125,100
26113,WASHINGTON,DC,Entire home/apt,150,2,15,2,1000,92
26114,WASHINGTON,DC,Entire home/apt,250,3,15,4,365,92
26115,BROOKLYN,NY,Entire home/apt,200,2,20,2,1124,95
26116,SAN DIEGO,CA,Entire home/apt,500,1,0,30,1125,96
26117,CHICAGO,IL,Private room,0,1,0,3,30,88
26118,PASADENA,CA,Entire home/apt,0,2,100,4,60,98
26119,SEATTLE,WA,Entire home/apt,0,1,0,2,1125,98
26120,SAN FRANCISCO,CA,Entire home/apt,1500,4,25,2,14,95
26121,BROOKLYN,NY,Private room,500,1,15,7,60,100
26122,AUSTIN,TX,Private room,100,2,25,2,10,98
26123,CHICAGO,IL,Private room,0,2,10,1,14,97
26124,SAN JOSE,CA,Private room,100,2,20,1,1125,90
26125,SAN DIEGO,CA,Entire home/apt,350,6,10,3,50,96
26126,NASHVILLE,TN,Entire home/apt,250,2,25,1,1125,98
26127,NEW YORK,NY,Private room,0,1,20,1,5,98
26128,SAN JOSE,CA,Private room,500,1,15,1,30,97
26129,OAKLAND,CA,Entire home/apt,150,2,25,5,1125,90
26130,SANTA CLARA,CA,Private room,100,1,10,1,1125,98
26131,SAN FRANCISCO,CA,Private room,250,2,25,3,30,100
26132,NEW ORLEANS,LA,Entire home/apt,0,4,0,1,1125,96
26133,NEW ORLEANS,LA,Entire home/apt,200,2,10,2,1125,98
26134,PAIA,HI,Entire home/apt,0,1,0,5,1125,96
26135,KIHEI,HI,Entire home/apt,350,4,0,3,1125,87
26136,SAN FRANCISCO,CA,Private room,0,1,50,2,30,98
26137,PORTLAND,OR,Entire home/apt,800,2,15,7,365,100
26138,BROOKLYN ,NY,Private room,0,4,20,3,20,95
26139,WASHINGTON,DC,Entire home/apt,250,1,0,3,20,99
26140,NEW ORLEANS,LA,Entire home/apt,0,1,0,2,1125,93
26141,HONOLULU,HI,Entire home/apt,0,1,0,2,90,90
26142,SAN DIEGO,CA,Entire home/apt,300,1,0,2,30,99
26143,SAN DIEGO,CA,Entire home/apt,150,1,0,30,60,100
26144,SAN FRANCISCO,CA,Entire home/apt,0,1,0,30,180,98
26145,NEW YORK,NY,Entire home/apt,200,1,0,2,1125,100
26146,NASHVILLE,TN,Entire home/apt,400,4,15,2,55,100
26147,NEW YORK,NY,Entire home/apt,0,2,20,1,1125,95
26148,AUSTIN,TX,Entire home/apt,0,1,0,2,1125,100
26149,DALY CITY,CA,Private room,0,2,20,1,1125,87
26150,SEATTLE,WA,Entire home/apt,0,2,0,5,60,100
26151,SAN DIEGO,CA,Entire home/apt,400,1,0,3,1125,97
26152,HONOLULU,HI,Entire home/apt,1000,1,0,14,365,100
26153,THE BRONX,NY,Entire home/apt,100,2,15,1,28,94
26154,QUEENS,NY,Entire home/apt,250,1,0,2,1125,100
26155,LOS ANGELES,CA,Entire home/apt,500,1,0,2,1125,95
26156,HERMOSA BEACH,CA,Private room,200,1,0,30,180,99
26157,NEW YORK,NY,Private room,0,1,20,5,90,98
26158,NEW ORLEANS,LA,Entire home/apt,0,1,0,30,365,96
26159,NEW YORK,NY,Entire home/apt,0,2,25,5,90,98
26160,NASHVILLE,TN,Entire home/apt,0,1,0,2,1125,92
26161,MALIBU,CA,Entire home/apt,1000,6,50,2,1125,98
26162,QUEENS,NY,Private room,100,1,0,4,60,93
26163,SEATTLE,WA,Entire home/apt,0,1,0,30,1125,100
26164,REDWOOD CITY,CA,Entire home/apt,250,2,28,1,1125,90
26165,NEW YORK,NY,Private room,0,1,0,5,7,87
26166,PASADENA,CA,Private room,150,1,15,31,1000,80
26167,BURBANK,CA,Entire home/apt,100,2,30,30,1124,92
26168,WASHINGTON,DC,Entire home/apt,0,6,0,3,180,94
26169,LAHAINA,HI,Entire home/apt,0,1,0,2,180,97
26170,SEATTLE,WA,Entire home/apt,350,1,0,2,30,99
26171,CHICAGO,IL,Entire home/apt,0,6,5,2,1125,100
26172,LOS ANGELES,CA,Entire home/apt,200,1,25,1,1125,40
26173,BROOKLYN,NY,Entire home/apt,0,1,0,2,1124,100
26174,QUEENS,NY,Private room,0,1,0,1,60,100
26175,DENVER,CO,Entire home/apt,0,4,10,2,100,95
26176,KANEOHE,HI,Entire home/apt,150,1,0,30,1125,100
26177,BROOKLYN,NY,Entire home/apt,0,2,15,5,20,93
26178,BROOKLYN,NY,Private room,150,1,10,2,180,100
26179,AUSTIN,TX,Entire home/apt,500,1,0,1,1125,100
26180,MALIBU,CA,Entire home/apt,250,2,75,3,28,98
26181,MARINA DEL REY,CA,Entire home/apt,1000,4,29,4,1125,92
26182,NEW YORK,NY,Private room,100,2,15,31,1125,89
26183,VOLCANO,HI,Entire home/apt,200,2,20,3,1125,99
26184,LOS ANGELES,CA,Entire home/apt,350,1,20,32,240,93
26185,STEVENSON RANCH,CA,Entire home/apt,0,7,50,2,29,100
26186,PORTLAND,OR,Entire home/apt,0,2,30,1,365,97
26187,SAN JOSE,CA,Entire home/apt,500,1,0,1,1125,95
26188,NEW ORLEANS,LA,Entire home/apt,900,1,0,3,1125,100
26189,APTOS,CA,Entire home/apt,750,1,0,2,24,88
26190,KAILUA,HI,Entire home/apt,0,2,25,7,60,99
26191,HONOLULU,HI,Entire home/apt,0,3,0,2,180,90
26192,KAPAA,HI,Entire home/apt,0,2,25,4,30,97
26193,SAN JOSE,CA,Private room,100,1,50,1,1125,99
26194,NEW ORLEANS,LA,Entire home/apt,150,6,35,2,10,97
26195,NEW YORK,NY,Private room,0,1,28,1,1125,100
26196,AUSTIN,TX,Private room,0,1,10,2,5,100
26197,NASHVILLE,TN,Entire home/apt,250,6,15,2,1125,99
26198,SAN DIEGO,CA,Entire home/apt,300,2,5,2,1124,98
26199,SAN DIEGO,CA,Entire home/apt,200,1,0,1,1125,97
26200,KIHEI,HI,Entire home/apt,2500,1,0,5,1125,95
26201,LA PUENTE,CA,Private room,100,2,50,1,1125,98
26202,BROOKLYN,NY,Entire home/apt,100,1,0,2,15,96
26203,PORTLAND,OR,Hotel room,0,1,0,2,15,100
26204,DENVER,CO,Entire home/apt,300,1,0,30,1125,95
26205,BRONX ,NY,Shared room,100,1,35,1,1125,93
26206,SAN FRANCISCO,CA,Shared room,0,1,0,1,25,97
26207,HONOLULU,HI,Entire home/apt,0,1,0,3,1125,98
26208,SAN DIEGO,CA,Private room,0,1,0,2,14,97
26209,NEW YORK,NY,Entire home/apt,0,1,0,2,1125,100
26210,NEW ORLEANS,LA,Entire home/apt,500,4,0,1,1125,87
26211,SEATTLE,WA,Entire home/apt,0,1,0,6,28,100
26212,SAN DIEGO,CA,Entire home/apt,0,1,10,1,1125,96
26213,CHICAGO,IL,Private room,0,1,25,5,365,96
26214,CHICAGO,IL,Private room,250,1,0,2,1125,95
26215,AUSTIN,TX,Private room,350,4,24,1,65,96
26216,SANTA MONICA,CA,Entire home/apt,300,6,0,1,20,90
26217,NEW ORLEANS,LA,Entire home/apt,600,2,100,30,1125,100
26218,BROOKLYN,NY,Entire home/apt,100,1,0,4,10,100
26219,SEATTLE,WA,Private room,125,1,25,30,90,93
26220,CHICAGO,IL,Entire home/apt,0,2,12,1,1125,97
26221,SAN FRANCISCO,CA,Private room,0,1,0,2,20,100
26222,NEW ORLEANS,LA,Entire home/apt,400,2,8,30,1125,100
26223,SAN FRANCISCO,CA,Entire home/apt,150,2,10,1,31,95
26224,BROOKLYN,NY,Entire home/apt,0,2,0,2,1125,97
26225,LOS ANGELES,CA,Entire home/apt,150,2,10,1,21,98
26226,LONG BEACH,CA,Private room,150,4,20,2,12,100
26227,NEW ORLEANS,LA,Entire home/apt,225,6,50,3,30,99
26228,LOS ANGELES,CA,Private room,200,2,15,30,1125,95
26229,LOS ANGELES,CA,Private room,0,1,0,30,1125,100
26230,LOS ANGELES,CA,Entire home/apt,250,2,15,1,1125,92
26231,NEW ORLEANS,LA,Entire home/apt,500,4,0,1,1125,93
26232,BROOKLYN,NY,Entire home/apt,300,1,0,5,1124,93
26233,MINNEAPOLIS,MN,Entire home/apt,0,1,25,2,30,20
26234,WASHINGTON,DC,Entire home/apt,0,1,0,5,30,80
26235,NEW ORLEANS,LA,Entire home/apt,0,2,10,3,60,98
26236,OAKLAND,CA,Entire home/apt,0,1,0,7,28,97
26237,KAILUA,HI,Entire home/apt,125,2,0,30,1125,93
26238,KURTISTOWN,HI,Private room,100,1,0,2,1125,98
26239,BROOKLYN,NY,Entire home/apt,300,4,15,2,1125,91
26240,BROOKLYN,NY,Entire home/apt,200,1,0,2,1125,97
26241,MINNEAPOLIS,MN,Entire home/apt,120,2,20,2,1125,98
26242,AUSTIN,TX,Private room,250,1,20,2,90,83
26243,SAN FRANCISCO,CA,Entire home/apt,1000,1,0,3,9,100
26244,MALIBU,CA,Private room,0,1,0,1,1125,80
26245,HONOLULU,HI,Entire home/apt,0,1,10,30,1125,100
26246,NEW ORLEANS,LA,Entire home/apt,0,8,0,1,1125,100
26247,NASHVILLE,TN,Entire home/apt,0,1,0,2,1125,100
26248,NASHVILLE,TN,Hotel room,500,1,0,1,1125,100
26249,NEW YORK,NY,Entire home/apt,0,1,0,2,1125,80
26250,NEW YORK,NY,Private room,0,1,35,120,365,100
26251,LOS ANGELES,CA,Entire home/apt,0,5,10,200,350,90
26252,BRONX,NY,Private room,0,1,30,4,30,100
26253,PORTLAND,OR,Entire home/apt,0,2,10,2,28,100
26254,AUSTIN,TX,Entire home/apt,0,1,0,2,1125,97
26255,WASHINGTON,DC,Private room,300,2,10,2,90,94
26256,LOS ANGELES,CA,Private room,500,2,40,2,1125,96
26257,AGUA DULCE,CA,Private room,0,1,10,2,1125,98
26258,DALY CITY,CA,Shared room,0,1,0,4,1125,100
26259,NASHVILLE,TN,Entire home/apt,0,1,0,2,30,100
26260,NASHVILLE,TN,Entire home/apt,300,6,20,1,365,97
26261,TOPANGA,CA,Entire home/apt,500,4,35,2,1125,100
26262,BROOKLYN,NY,Entire home/apt,300,1,0,7,32,100
26263,NEW YORK,NY,Entire home/apt,0,6,10,4,1125,94
26264,BROOKLYN,NY,Entire home/apt,500,1,40,3,25,98
26265,NEW YORK,NY,Entire home/apt,0,4,25,2,1125,90
26266,DENVER,CO,Entire home/apt,0,1,0,3,30,98
26267,NEW ORLEANS,LA,Private room,0,2,10,1,1125,89
26268,LONG BEACH,CA,Private room,0,1,5,1,10,98
26269,WASHINGTON,DC,Entire home/apt,2500,6,250,2,1125,99
26270,BRONX,NY,Private room,0,1,0,5,1125,94
26271,CHICAGO,IL,Private room,0,1,0,1,14,89
26272,DENVER,CO,Entire home/apt,0,1,0,90,200,98
26273,HŌLUALOA,HI,Entire home/apt,300,2,10,2,1125,88
26274,NASHVILLE,TN,Entire home/apt,350,1,0,2,20,99
26275,HONOLULU,HI,Entire home/apt,700,4,20,3,1125,98
26276,SAN JOSE,CA,Entire home/apt,0,4,50,4,1125,99
26277,LOS ANGELES,CA,Entire home/apt,0,4,0,2,1125,90
26278,HONOLULU,HI,Entire home/apt,0,1,0,1,21,98
26279,DALY CITY,CA,Entire home/apt,200,2,15,1,1125,98
26280,BROOKLYN,NY,Private room,0,1,0,2,30,96
26281,SEATTLE,WA,Private room,0,1,10,30,1125,96
26282,SAN FRANCISCO,CA,Entire home/apt,500,1,0,2,300,100
26283,NEW YORK,NY,Entire home/apt,0,1,0,3,1125,100
26284,ROWLAND HEIGHTS,CA,Entire home/apt,0,1,0,1,1125,84
26285,LOS ANGELES,CA,Entire home/apt,300,2,20,30,1125,92
26286,LAWNDALE,CA,Entire home/apt,250,6,10,3,1125,99
26287,LAHAINA,HI,Entire home/apt,0,1,0,7,7,100
26288,SEATTLE,WA,Private room,0,2,30,2,7,99
26289,SAN FRANCISCO,CA,Entire home/apt,750,3,5,30,1125,93
26290,KIHEI,HI,Entire home/apt,0,2,0,1,28,98
26291,LOS ANGELES,CA,Private room,300,1,0,30,90,93
26292,REDONDO BEACH,CA,Private room,100,1,0,1,1,100
26293,CHICAGO,IL,Private room,0,1,0,1,1125,92
26294,WAIKOLOA VILLAGE,HI,Entire home/apt,500,5,10,3,1125,98
26295,BROOKLYN,NY,Entire home/apt,0,2,15,4,20,96
26296,ROWLAND HEIGHTS,CA,Private room,100,1,0,1,1125,87
26297,SAINT PAUL,MN,Private room,0,1,0,2,45,100
26298,REDONDO BEACH,CA,Private room,0,1,0,1,90,98
26299,ARCADIA,CA,Private room,0,1,10,2,360,100
26300,NEW YORK,NY,Entire home/apt,0,1,0,3,7,67
26301,KAPOLEI,HI,Entire home/apt,500,1,0,6,1125,97
26302,SAN DIEGO,CA,Entire home/apt,1000,1,0,2,27,100
26303,DALY CITY,CA,Entire home/apt,0,6,50,1,15,60
26304,DALY CITY,CA,Private room,250,1,0,1,21,99
26305,BOSTON,MA,Entire home/apt,400,2,5,2,1125,95
26306,BROOKLYN,NY,Private room,0,1,0,1,1125,100
26307,LANCASTER,CA,Private room,0,1,10,1,1125,100
26308,BROOKLYN,NY,Entire home/apt,2000,1,0,6,31,100
26309,LOS ANGELES,CA,Entire home/apt,250,4,5,1,1125,95
26310,NASHVILLE,TN,Entire home/apt,200,1,0,2,1125,99
26311,SUNNYVALE,CA,Entire home/apt,0,2,0,1,30,97
26312,WASHINGTON,DC,Entire home/apt,0,3,45,30,500,100
26313,NASHVILLE,TN,Entire home/apt,250,6,25,3,45,90
26314,PRINCEVILLE,HI,Entire home/apt,0,1,0,2,90,100
26315,QUEENS,NY,Private room,0,1,20,1,30,87
26316,AUSTIN,TX,Entire home/apt,400,4,0,1,365,100
26317,KAILUA-KONA,HI,Entire home/apt,500,4,75,5,60,96
26318,OAKLAND,CA,Entire home/apt,500,2,15,2,1125,96
26319,NASHVILLE,TN,Entire home/apt,0,1,0,2,1125,100
26320,MALIBU,CA,Entire home/apt,500,2,40,2,1124,98
26321,NASHVILLE,TN,Entire home/apt,0,2,10,1,1125,100
26322,SAN DIEGO,CA,Entire home/apt,500,6,10,2,1125,91
26323,LONG BEACH,CA,Entire home/apt,250,1,0,3,1125,96
26324,BROOKLYN,NY,Private room,0,2,25,2,9,100
26325,AUSTIN,TX,Entire home/apt,0,1,0,2,1125,92
26326,SEATTLE,WA,Shared room,350,1,75,30,1125,100
26327,KOLOA,HI,Entire home/apt,0,1,0,5,60,100
26328,LOS ALTOS HILLS,CA,Private room,0,2,35,1,1125,95
26329,NEW YORK,NY,Private room,0,1,0,2,1125,100
26330,OAKLAND,CA,Entire home/apt,500,1,0,1,1125,87
26331,QUEENS,NY,Entire home/apt,300,1,70,3,120,94
26332,LOS ANGELES,CA,Private room,250,1,80,14,31,97
26333,NEW YORK,NY,Entire home/apt,100,1,0,5,1125,87
26334,NEW YORK,NY,Private room,225,1,10,7,30,100
26335,NEW YORK,NY,Private room,200,1,15,3,120,84
26336,LAHAINA,HI,Entire home/apt,0,1,0,7,21,100
26337,LOS ANGELES,CA,Entire home/apt,800,2,20,31,1125,100
26338,NEW ORLEANS,LA,Entire home/apt,800,4,25,30,1125,97
26339,WHEAT RIDGE,CO,Entire home/apt,100,1,25,1,1125,95
26340,STATEN ISLAND,NY,Private room,150,1,20,1,28,97
26341,BROOKLYN,NY,Entire home/apt,300,3,50,4,29,93
26342,NEW YORK,NY,Entire home/apt,0,2,50,4,1124,97
26343,BROOKLYN,NY,Entire home/apt,0,1,30,5,30,98
26344,BROOKLYN,NY,Entire home/apt,0,1,0,4,30,94
26345,NASHVILLE,TN,Entire home/apt,250,1,0,3,10,100
26346,MILPITAS,CA,Private room,100,2,5,20,1125,100
26347,PALO ALTO,CA,Entire home/apt,500,1,0,30,1125,100
26348,CAMPBELL,CA,Entire home/apt,0,1,0,3,1125,93
26349,HERMOSA BEACH,CA,Entire home/apt,100,1,20,90,1125,92
26350,OAKLAND,CA,Entire home/apt,250,1,0,2,28,96
26351,CULVER CITY,CA,Entire home/apt,400,1,0,2,5,96
26352,CHICAGO,IL,Entire home/apt,0,1,0,2,14,100
26353,SAN JOSE,CA,Entire home/apt,500,8,30,1,60,98
26354,CHICAGO,IL,Private room,0,1,0,2,31,98
26355,SEATTLE,WA,Entire home/apt,500,2,10,30,1125,98
26356,LONG BEACH,CA,Entire home/apt,0,1,15,2,1125,96
26357,NASHVILLE,TN,Entire home/apt,0,1,0,3,1125,94
26358,LOS ANGELES,CA,Entire home/apt,0,2,0,2,90,92
26359,WASHINGTON,DC,Private room,100,2,20,50,63,97
26360,EAST ELMHURST ,NY,Private room,0,1,15,1,7,96
26361,LOS ANGELES,CA,Entire home/apt,0,2,0,1,31,92
26362,NEW YORK,NY,Entire home/apt,0,1,0,7,1125,99
26363,SAN JOSE,CA,Private room,0,1,10,1,90,99
26364,BOSTON,MA,Entire home/apt,600,4,25,91,365,97
26365,SAINT PAUL,MN,Entire home/apt,250,2,20,1,28,100
26366,PORTLAND,OR,Entire home/apt,500,4,40,2,1125,98
26367,BROOKLYN,NY,Private room,0,1,0,9,1125,100
26368,NEW YORK,NY,Private room,0,1,10,1,14,93
26369,NEW YORK ,NY,Private room,0,1,0,2,1125,100
26370,CUPERTINO,CA,Private room,0,1,10,1,1125,99
26371,AUSTIN,TX,Entire home/apt,5000,6,15,1,175,98
26372,WASHINGTON,DC,Private room,100,2,20,2,1125,95
26373,CULVER CITY,CA,Entire home/apt,0,2,25,1,30,96
26374,WASHINGTON,DC,Entire home/apt,0,2,45,1,1125,98
26375,HONOLULU,HI,Entire home/apt,100,1,0,30,60,98
26376,NEW YORK,NY,Private room,100,1,20,2,1125,100
26377,SAN DIEGO,CA,Private room,0,2,10,1,28,90
26378,SAN JOSE,CA,Private room,999,1,20,30,1125,100
26379,NEW YORK,NY,Private room,0,1,0,1,1125,86
26380,SAN DIEGO,CA,Entire home/apt,5000,2,0,30,1125,100
26381,PACIFIC PALISADES,CA,Entire home/apt,333,1,11,30,360,91
26382,MOUNTAIN VIEW,CA,Shared room,300,1,40,30,1125,100
26383,HONOLULU,HI,Entire home/apt,300,4,25,7,365,84
26384,KIHEI,HI,Entire home/apt,250,1,0,4,120,100
26385,KOLOA,HI,Entire home/apt,0,1,0,7,21,100
26386,SAN DIEGO,CA,Private room,0,1,15,1,29,100
26387,KIHEI,HI,Entire home/apt,1550,5,50,3,1125,97
26388,SAN DIEGO,CA,Entire home/apt,600,4,15,3,18,94
26389,CHICAGO,IL,Entire home/apt,0,1,0,1,2,100
26390,SEATTLE,WA,Private room,0,1,0,30,1125,100
26391,MALIBU,CA,Entire home/apt,5000,1,0,4,1125,100
26392,NASHVILLE,TN,Entire home/apt,200,4,25,2,1125,97
26393,NEW ORLEANS,LA,Entire home/apt,350,5,0,2,56,100
26394,HALF MOON BAY,CA,Entire home/apt,300,2,25,1,1125,100
26395,AUSTIN,TX,Private room,0,1,13,6,200,100
26396,LOS ANGELES,CA,Private room,0,1,25,1,1125,90
26397,KOLOA,HI,Entire home/apt,500,8,35,7,1125,100
26398,LOS ALTOS,CA,Entire home/apt,500,1,0,3,1125,100
26399,KAILUA-KONA,HI,Entire home/apt,200,1,0,2,14,98
26400,BROOKLYN,NY,Private room,0,1,20,7,1125,100
26401,OAKLAND,CA,Private room,0,1,10,1,7,100
26402,BOSTON,MA,Entire home/apt,0,1,0,9,1125,91
26403,MOUNTAIN VIEW,CA,Private room,100,1,15,1,60,99
26404,WASHINGTON,DC,Entire home/apt,100,2,15,1,13,98
26405,OAKLAND,CA,Private room,3000,1,0,2,1125,67
26406,BROOKLYN,NY,Entire home/apt,0,2,0,2,1125,100
26407,BOSTON,MA,Private room,300,1,107,2,500,84
26408,HACIENDA HEIGHTS,CA,Private room,0,2,50,1,1125,100
26409,BROOKLYN,NY,Entire home/apt,400,1,0,7,1125,94
26410,PORTLAND,OR,Entire home/apt,250,2,25,2,1124,96
